Shell,100,3.42E-5
Knuth,100,2.6E-5
Ciura,100,2.48E-5
Shell,1000,7.859E-4
Knuth,1000,7.422E-4
Ciura,1000,8.349E-4
Shell,10000,0.00597
Knuth,10000,0.0053538
Ciura,10000,0.0068605
Shell,100000,0.1793728
Knuth,100000,0.1601038
Ciura,100000,0.1913363
Shell,1000000,16.1072644
Knuth,1000000,16.8242206
Ciura,1000000,19.3095175
